sequence,frame,pred_index,gt_person,full_pred_neutral_mpjpe_mm,full_pred_neutral_pve_mm,full_pred_neutral_pa_mpjpe_mm,full_pred_neutral_pa_pve_mm,full_pred_neutral_metric_mpjpe_mm,full_pred_neutral_metric_pve_mm,full_pred_neutral_root_error_mm,pred_pose_gt_beta_mpjpe_mm,pred_pose_gt_beta_pve_mm,pred_pose_gt_beta_pa_mpjpe_mm,pred_pose_gt_beta_pa_pve_mm,pred_pose_gt_beta_metric_mpjpe_mm,pred_pose_gt_beta_metric_pve_mm,pred_pose_gt_beta_root_error_mm,gt_pose_pred_beta_mpjpe_mm,gt_pose_pred_beta_pve_mm,gt_pose_pred_beta_pa_mpjpe_mm,gt_pose_pred_beta_pa_pve_mm,gt_pose_pred_beta_metric_mpjpe_mm,gt_pose_pred_beta_metric_pve_mm,gt_pose_pred_beta_root_error_mm,gt_pose_gt_beta_neutral_mpjpe_mm,gt_pose_gt_beta_neutral_pve_mm,gt_pose_gt_beta_neutral_pa_mpjpe_mm,gt_pose_gt_beta_neutral_pa_pve_mm,gt_pose_gt_beta_neutral_metric_mpjpe_mm,gt_pose_gt_beta_neutral_metric_pve_mm,gt_pose_gt_beta_neutral_root_error_mm
downtown_arguing_00,5,0,0,38.50325012207031,51.27912902832031,29.09111213684082,38.987152099609375,3975.60693359375,3984.19287109375,3976.100830078125,63.4959716796875,74.51016235351562,29.0771541595459,36.14244079589844,3972.091796875,3976.123291015625,3974.269775390625,22.76652717590332,23.412153244018555,18.111984252929688,18.41291618347168,3960.953369140625,3961.267578125,3969.418212890625,56.310455322265625,61.16503143310547,16.438682556152344,13.719393730163574,3959.25390625,3956.14306640625,3968.1240234375
downtown_arguing_00,5,1,1,58.52281188964844,61.58900451660156,27.077362060546875,30.828691482543945,3818.78857421875,3815.434814453125,3834.353271484375,61.34770584106445,64.67190551757812,27.031272888183594,32.3520622253418,3819.784912109375,3817.76318359375,3834.068603515625,24.092172622680664,23.288427352905273,14.099613189697266,10.159669876098633,3802.47216796875,3802.03857421875,3819.59814453125,31.978256225585938,28.25511932373047,15.626862525939941,12.105792045593262,3802.0048828125,3803.225830078125,3818.750244140625
downtown_arguing_00,6,0,0,38.40704345703125,52.26487350463867,29.193464279174805,39.46030807495117,3975.26025390625,3984.453369140625,3974.8544921875,63.28847122192383,74.81375122070312,29.185747146606445,36.60077667236328,3971.728271484375,3976.376708984375,3973.02783203125,22.972976684570312,23.613574981689453,18.148286819458008,18.43900489807129,3960.029052734375,3960.3076171875,3968.544677734375,56.324771881103516,61.18088912963867,16.452444076538086,13.726673126220703,3958.416015625,3955.34765625,3967.222412109375
downtown_arguing_00,6,1,1,57.69093322753906,60.72457504272461,27.153011322021484,30.679954528808594,3818.9208984375,3815.69873046875,3834.93701171875,60.477760314941406,63.77545928955078,27.05265998840332,32.09293746948242,3819.880126953125,3817.969970703125,3834.648193359375,24.21754264831543,23.439693450927734,14.106117248535156,10.186996459960938,3803.313232421875,3802.922119140625,3820.45703125,31.96495819091797,28.23487091064453,15.640076637268066,12.108325004577637,3802.865966796875,3804.101806640625,3819.624267578125
downtown_arguing_00,7,0,0,39.29473876953125,53.10968780517578,29.782217025756836,39.959537506103516,3975.58740234375,3985.010009765625,3974.4619140625,63.830718994140625,75.36528778076172,29.74028778076172,37.08052062988281,3971.847412109375,3976.70751953125,3972.53076171875,22.912410736083984,23.670032501220703,18.200244903564453,18.59581184387207,3959.53759765625,3959.83935546875,3967.954345703125,56.33985900878906,61.197044372558594,16.466251373291016,13.73388957977295,3957.817138671875,3954.7802734375,3966.53662109375
downtown_arguing_00,7,1,1,59.06864929199219,61.55815505981445,25.74474334716797,30.187471389770508,3821.280517578125,3817.42236328125,3836.3681640625,61.58015060424805,64.48042297363281,25.63288116455078,31.54916000366211,3822.000244140625,3819.409423828125,3835.97900390625,23.892208099365234,23.035232543945312,14.049381256103516,10.128876686096191,3804.623046875,3804.261474609375,3821.595947265625,31.93977165222168,28.20046043395996,15.629258155822754,12.08512020111084,3803.885498046875,3805.1455078125,3820.63623046875
downtown_arguing_00,8,0,0,39.894447326660156,53.22602081298828,29.738550186157227,40.05200958251953,3975.825927734375,3984.758056640625,3974.41845703125,64.02375793457031,75.50556182861328,29.66211700439453,37.16554260253906,3972.246826171875,3976.723388671875,3972.498046875,23.02190589904785,23.724693298339844,18.20123863220215,18.54624366760254,3958.83251953125,3959.12744140625,3967.375244140625,56.34881591796875,61.189605712890625,16.462026596069336,13.731148719787598,3957.34130859375,3954.359130859375,3966.006591796875
downtown_arguing_00,8,1,1,58.77810287475586,61.17621994018555,25.423763275146484,30.307252883911133,3822.401123046875,3818.7255859375,3837.56103515625,61.1833610534668,64.04047393798828,25.316341400146484,31.59800148010254,3822.996826171875,3820.549560546875,3837.12939453125,23.888565063476562,23.02787208557129,14.02235221862793,10.11799144744873,3805.814208984375,3805.49658203125,3822.712646484375,31.911727905273438,28.16177749633789,15.626768112182617,12.080100059509277,3804.981201171875,3806.249267578125,3821.711181640625
downtown_arguing_00,9,0,0,39.71570587158203,53.378421783447266,29.670854568481445,39.910125732421875,3975.702880859375,3984.807373046875,3973.83056640625,63.98154830932617,75.5941162109375,29.527124404907227,36.974647521972656,3972.198486328125,3976.82666015625,3971.94091796875,22.856464385986328,23.566484451293945,18.202280044555664,18.553354263305664,3958.376708984375,3958.710205078125,3966.96435546875,56.35906219482422,61.19806671142578,16.46959686279297,13.735434532165527,3957.017333984375,3954.077392578125,3965.621337890625
downtown_arguing_00,9,1,1,59.26177978515625,61.90302276611328,25.676504135131836,30.56536102294922,3823.33837890625,3819.891357421875,3838.97216796875,61.723270416259766,64.7730484008789,25.56294822692871,31.875699996948242,3824.10498046875,3821.937255859375,3838.607421875,23.85396957397461,22.997947692871094,14.056809425354004,10.152029991149902,3806.833251953125,3806.463623046875,3823.807861328125,31.900249481201172,28.15085220336914,15.624198913574219,12.079452514648438,3806.13671875,3807.400634765625,3822.857666015625
downtown_arguing_00,10,0,0,39.156463623046875,53.0758171081543,29.764633178710938,40.2754020690918,3975.457763671875,3984.6845703125,3973.7744140625,63.50262451171875,75.25157928466797,29.49516487121582,37.31862258911133,3972.074951171875,3976.889892578125,3971.909423828125,23.05756378173828,23.70124626159668,18.209209442138672,18.49645233154297,3958.29833984375,3958.61669921875,3966.93408203125,56.37043762207031,61.20954513549805,16.475461959838867,13.742424011230469,3957.044677734375,3954.16845703125,3965.61083984375
downtown_arguing_00,10,1,1,60.09080123901367,63.11118698120117,26.660476684570312,31.274118423461914,3824.698974609375,3821.466796875,3840.35205078125,62.61936569213867,65.9914321899414,26.556840896606445,32.65434265136719,3825.664306640625,3823.73486328125,3840.056640625,23.943405151367188,23.11797523498535,14.085600852966309,10.188974380493164,3807.927490234375,3807.531494140625,3825.000244140625,31.889070510864258,28.144397735595703,15.6158447265625,12.07496166229248,3807.40625,3808.66357421875,3824.11572265625
downtown_arguing_00,11,0,0,39.2525749206543,53.88467025756836,29.592735290527344,40.0458869934082,3976.28271484375,3986.298828125,3973.60302734375,63.603206634521484,75.64930725097656,29.309574127197266,37.02893829345703,3972.79541015625,3978.342041015625,3971.742919921875,23.01246452331543,23.69424057006836,18.225526809692383,18.54447364807129,3958.622802734375,3958.96728515625,3967.164306640625,56.36552047729492,61.20940399169922,16.484529495239258,13.753959655761719,3957.322509765625,3954.483154296875,3965.8154296875
downtown_arguing_00,11,1,1,58.39198684692383,61.25438690185547,25.736793518066406,30.72841453552246,3825.1044921875,3822.170166015625,3841.587158203125,61.09934997558594,64.2697525024414,25.604982376098633,32.045719146728516,3825.634521484375,3824.01025390625,3841.148681640625,23.500473022460938,22.5750789642334,14.035257339477539,10.137771606445312,3809.603271484375,3809.201904296875,3826.470703125,31.877878189086914,28.133670806884766,15.61307144165039,12.073220252990723,3808.721923828125,3809.9716796875,3825.424560546875
downtown_arguing_00,12,0,0,40.17977523803711,55.28494644165039,29.48597526550293,40.163116455078125,3977.592041015625,3987.88525390625,3974.111083984375,64.13331604003906,76.57622528076172,29.1788387298584,37.1002311706543,3974.144775390625,3979.997802734375,3972.272216796875,23.08849334716797,23.714298248291016,18.2176456451416,18.484071731567383,3958.9765625,3959.317626953125,3967.55517578125,56.36885452270508,61.21137619018555,16.48894691467285,13.760187149047852,3957.775146484375,3954.97998046875,3966.236328125
downtown_arguing_00,12,1,1,57.24726104736328,59.89505386352539,25.146251678466797,30.14853858947754,3826.04931640625,3823.2265625,3842.86474609375,59.94596862792969,62.90345001220703,24.932823181152344,31.418926239013672,3826.469482421875,3824.94970703125,3842.39208984375,23.434816360473633,22.502824783325195,14.024955749511719,10.144549369812012,3810.9384765625,3810.542724609375,3827.779541015625,31.87795066833496,28.143272399902344,15.607457160949707,12.076685905456543,3809.991455078125,3811.23681640625,3826.695556640625
downtown_arguing_00,13,0,0,39.657630920410156,55.180843353271484,29.234712600708008,39.7888069152832,3978.132080078125,3988.96435546875,3974.538818359375,64.02982330322266,76.55599975585938,28.992231369018555,36.682220458984375,3974.54833984375,3980.86572265625,3972.649169921875,22.84758949279785,23.580856323242188,18.23360824584961,18.593765258789062,3959.740478515625,3960.138916015625,3968.2294921875,56.36717224121094,61.20399856567383,16.492713928222656,13.762763023376465,3958.413818359375,3955.66064453125,3966.843994140625
downtown_arguing_00,13,1,1,58.34711837768555,61.041622161865234,26.31464385986328,31.164400100708008,3828.102783203125,3825.67626953125,3844.01025390625,61.007225036621094,64.01991271972656,26.172086715698242,32.57619094848633,3828.847412109375,3827.693115234375,3843.6357421875,23.902088165283203,23.080642700195312,14.064679145812988,10.215700149536133,3811.689453125,3811.334716796875,3828.71044921875,31.885772705078125,28.161209106445312,15.609140396118164,12.080385208129883,3811.015625,3812.263916015625,3827.749755859375
downtown_arguing_00,14,0,0,39.24854278564453,55.17365264892578,28.95065689086914,39.62129211425781,3978.637451171875,3989.689453125,3974.921630859375,63.74546813964844,76.48905181884766,28.640966415405273,36.49778366088867,3975.23486328125,3981.802734375,3973.11767578125,22.961021423339844,23.589445114135742,18.202438354492188,18.466190338134766,3960.3896484375,3960.76806640625,3968.961669921875,56.356876373291016,61.193511962890625,16.486398696899414,13.751490592956543,3959.229248046875,3956.51171875,3967.63916015625
downtown_arguing_00,14,1,1,59.49283981323242,62.351951599121094,26.473209381103516,31.097929000854492,3829.147216796875,3826.131591796875,3845.281982421875,61.975711822509766,65.21321105957031,26.247541427612305,32.36016082763672,3829.87744140625,3828.13720703125,3844.914794921875,23.799053192138672,22.961536407470703,14.07565689086914,10.234636306762695,3812.589599609375,3812.212646484375,3829.623291015625,31.89599609375,28.182456970214844,15.608651161193848,12.082643508911133,3811.867431640625,3813.11279296875,3828.64306640625
downtown_arguing_00,15,0,0,39.179595947265625,55.45996856689453,29.07222557067871,39.549644470214844,3980.210205078125,3991.90625,3975.841796875,63.57149887084961,76.51245880126953,28.757244110107422,36.42900848388672,3976.8251953125,3984.04345703125,3974.06103515625,23.123048782348633,23.68288803100586,18.20488929748535,18.41252899169922,3961.50537109375,3961.85986328125,3970.081298828125,56.35995864868164,61.2088623046875,16.494489669799805,13.75430965423584,3960.38427734375,3957.6982421875,3968.76513671875
downtown_arguing_00,15,1,1,56.9804573059082,59.457000732421875,25.630205154418945,30.29185676574707,3830.5517578125,3827.807861328125,3845.593017578125,59.642845153808594,62.4846305847168,25.389366149902344,31.445384979248047,3830.74267578125,3829.240478515625,3845.039306640625,23.47657012939453,22.559833526611328,14.024933815002441,10.200468063354492,3813.765380859375,3813.43310546875,3830.585205078125,31.89834976196289,28.189193725585938,15.618293762207031,12.089832305908203,3812.60107421875,3813.8525390625,3829.42578125
downtown_arguing_00,16,0,0,38.597496032714844,55.0481071472168,29.094263076782227,39.715049743652344,3982.1416015625,3993.97216796875,3977.426513671875,63.1191291809082,76.25211334228516,28.75469970703125,36.57979202270508,3978.76806640625,3986.11767578125,3975.63037109375,23.056123733520508,23.613283157348633,18.20085906982422,18.410961151123047,3962.77099609375,3963.130126953125,3971.352783203125,56.36114501953125,61.209781646728516,16.50181770324707,13.761540412902832,3961.697265625,3959.01806640625,3970.045166015625
downtown_arguing_00,16,1,1,58.19050979614258,60.77006149291992,26.014482498168945,30.750795364379883,3832.410888671875,3829.51171875,3846.050537109375,60.69758224487305,63.649906158447266,25.851749420166016,32.02509689331055,3833.147705078125,3831.52734375,3845.66845703125,23.948551177978516,23.152929306030273,14.117538452148438,10.317327499389648,3813.750244140625,3813.39013671875,3830.872802734375,31.917449951171875,28.226606369018555,15.62252426147461,12.092796325683594,3813.020751953125,3814.279541015625,3829.91015625
downtown_arguing_00,17,0,0,37.80485534667969,54.51530456542969,29.386585235595703,40.18798065185547,3983.046142578125,3995.08447265625,3979.075927734375,62.60892105102539,75.84724426269531,28.9536075592041,37.034847259521484,3979.75537109375,3987.3173828125,3977.2802734375,23.10032844543457,23.64892578125,18.20377540588379,18.407634735107422,3964.32958984375,3964.670166015625,3972.9501953125,56.35645294189453,61.20015335083008,16.49490737915039,13.755518913269043,3963.28125,3960.612548828125,3971.6455078125
downtown_arguing_00,17,1,1,58.72150421142578,60.90071105957031,25.95462989807129,30.4927921295166,3833.245361328125,3829.8857421875,3846.23681640625,60.978233337402344,63.57960510253906,25.770572662353516,31.732566833496094,3834.34375,3832.258544921875,3845.961181640625,24.313919067382812,23.610036849975586,14.17895793914795,10.407936096191406,3813.709228515625,3813.34765625,3831.04931640625,31.934465408325195,28.253032684326172,15.622186660766602,12.096206665039062,3813.267578125,3814.531005859375,3830.218994140625
downtown_arguing_00,18,0,0,38.07000732421875,54.478424072265625,29.804080963134766,40.59579849243164,3985.26953125,3996.8193359375,3981.263916015625,62.507511138916016,75.61692810058594,29.32453155517578,37.360504150390625,3981.7529296875,3988.8818359375,3979.380126953125,23.19441795349121,23.828954696655273,18.241981506347656,18.52364158630371,3966.44580078125,3966.770751953125,3974.936767578125,56.34431457519531,61.18962860107422,16.4930477142334,13.754194259643555,3965.199951171875,3962.51953125,3973.54833984375
downtown_arguing_00,18,1,1,57.809024810791016,59.88046646118164,26.21660804748535,30.436153411865234,3833.6552734375,3830.68017578125,3846.326171875,60.18307876586914,62.65003204345703,25.971572875976562,31.594451904296875,3834.529296875,3832.843017578125,3845.98876953125,24.088529586791992,23.33605194091797,14.166123390197754,10.407275199890137,3814.02294921875,3813.657470703125,3831.296875,31.93623924255371,28.25945472717285,15.619068145751953,12.0943603515625,3813.39453125,3814.6650390625,3830.3935546875
downtown_arguing_00,19,0,0,37.42616653442383,53.90976333618164,29.721160888671875,40.65683364868164,3987.0517578125,3998.510986328125,3983.221923828125,61.97860336303711,75.21279907226562,29.158233642578125,37.46041488647461,3983.771728515625,3990.852783203125,3981.42431640625,23.276121139526367,23.7979793548584,18.207534790039062,18.388280868530273,3968.4423828125,3968.736572265625,3977.060546875,56.32145690917969,61.17085647583008,16.476415634155273,13.737348556518555,3967.399169921875,3964.722900390625,3975.750244140625
downtown_arguing_00,19,1,1,55.78748321533203,57.50391387939453,25.88337516784668,30.284399032592773,3834.558349609375,3832.239013671875,3846.331787109375,58.2912712097168,60.386905670166016,25.652250289916992,31.379972457885742,3835.15234375,3834.11083984375,3845.908935546875,23.932125091552734,23.146446228027344,14.136484146118164,10.39860725402832,3814.464111328125,3814.12255859375,3831.648193359375,31.932697296142578,28.25649070739746,15.60838508605957,12.087498664855957,3813.6279296875,3814.90478515625,3830.661376953125
downtown_arguing_00,20,0,0,37.05339050292969,54.03739929199219,29.373809814453125,40.40351486206055,3989.29541015625,4001.195068359375,3985.61669921875,61.8067626953125,75.2817153930664,28.777507781982422,37.242340087890625,3986.037841796875,3993.6064453125,3983.8251953125,23.703758239746094,24.202312469482422,18.22233009338379,18.339435577392578,3970.795166015625,3971.031982421875,3979.426513671875,56.31227493286133,61.168094635009766,16.466358184814453,13.73277759552002,3969.7236328125,3967.0625,3978.11474609375
downtown_arguing_00,20,1,1,57.59644317626953,59.437347412109375,26.45812225341797,31.140663146972656,3836.109130859375,3833.86474609375,3846.5224609375,59.97088623046875,62.22169876098633,26.293766021728516,32.33068084716797,3837.0595703125,3836.1181640625,3846.210205078125,24.185916900634766,23.463937759399414,14.205689430236816,10.47850227355957,3814.262451171875,3813.89404296875,3831.632080078125,31.941823959350586,28.26852798461914,15.615227699279785,12.095540046691895,3813.67724609375,3814.96337890625,3830.76416015625
downtown_arguing_00,21,0,0,36.567928314208984,53.08960723876953,29.049089431762695,40.106712341308594,3991.707275390625,4003.1962890625,3988.39990234375,61.70973205566406,74.99964904785156,28.485641479492188,36.946495056152344,3988.525390625,3995.64453125,3986.615478515625,23.29034996032715,23.7735595703125,18.191015243530273,18.329153060913086,3973.305419921875,3973.5859375,3981.958251953125,56.29751205444336,61.162353515625,16.454689025878906,13.722184181213379,3972.306640625,3969.628173828125,3980.682373046875
downtown_arguing_00,21,1,1,57.776206970214844,59.4107666015625,27.061283111572266,31.84169578552246,3836.493408203125,3834.662353515625,3846.496337890625,59.906822204589844,62.03458786010742,26.888381958007812,33.043766021728516,3837.656005859375,3837.07763671875,3846.2587890625,24.72732925415039,24.12291717529297,14.238151550292969,10.546326637268066,3814.05322265625,3813.754150390625,3831.588134765625,31.94516944885254,28.27519416809082,15.61949348449707,12.102306365966797,3813.693603515625,3814.989501953125,3830.830322265625
downtown_arguing_00,22,0,0,36.36590576171875,52.902015686035156,28.934232711791992,40.13099670410156,3995.250244140625,4006.909423828125,3991.490966796875,61.389278411865234,74.81251525878906,28.35499382019043,36.968360900878906,3991.990966796875,3999.283447265625,3989.689453125,23.312454223632812,23.786699295043945,18.190643310546875,18.31804084777832,3976.268310546875,3976.544921875,3984.89208984375,56.28938293457031,61.1655158996582,16.44283676147461,13.715790748596191,3975.22998046875,3972.555908203125,3983.608642578125
downtown_arguing_00,22,1,1,56.19899368286133,56.962886810302734,26.346616744995117,31.00724983215332,3837.669921875,3835.75341796875,3846.39111328125,58.483680725097656,59.716922760009766,26.113330841064453,32.07073974609375,3838.564697265625,3837.93408203125,3846.050048828125,24.28800392150879,23.586423873901367,14.218934059143066,10.512994766235352,3814.62109375,3814.293701171875,3832.02880859375,31.94132423400879,28.273624420166016,15.617973327636719,12.099411010742188,3813.97998046875,3815.290771484375,3831.1611328125
downtown_arguing_00,23,0,0,36.4307975769043,53.017215728759766,28.531095504760742,39.48198699951172,3997.6181640625,4009.39697265625,3994.41357421875,61.44068908691406,74.78178405761719,27.942731857299805,36.35743713378906,3994.549560546875,4002.03662109375,3992.673828125,23.6782283782959,24.05646514892578,18.17694664001465,18.192733764648438,3979.3896484375,3979.605712890625,3988.083740234375,56.27755355834961,61.16280746459961,16.419214248657227,13.687516212463379,3978.454345703125,3975.79150390625,3986.837646484375
downtown_arguing_00,23,1,1,53.5163688659668,54.0914192199707,26.171295166015625,30.61557960510254,3837.473876953125,3835.8388671875,3846.88818359375,56.17886734008789,57.09064483642578,25.93657875061035,31.514019012451172,3837.86962890625,3837.575927734375,3846.400146484375,23.68288230895996,22.839689254760742,14.156468391418457,10.421075820922852,3815.651611328125,3815.29052734375,3832.8212890625,31.918127059936523,28.241443634033203,15.607625007629395,12.105525016784668,3814.59765625,3815.908935546875,3831.778076171875
downtown_arguing_00,24,0,0,34.68646240234375,51.33439254760742,28.258255004882812,39.08796310424805,4000.721923828125,4012.847412109375,3997.5615234375,60.21530532836914,73.54885864257812,27.64263343811035,35.91984558105469,3997.45263671875,4005.21142578125,3995.767822265625,23.465450286865234,23.947229385375977,18.193586349487305,18.305023193359375,3983.177001953125,3983.43994140625,3991.7158203125,56.240570068359375,61.13255310058594,16.388885498046875,13.655136108398438,3982.008544921875,3979.35302734375,3990.38037109375
downtown_arguing_00,24,1,1,53.50199508666992,53.44775390625,25.452255249023438,29.615970611572266,3838.701904296875,3836.26953125,3847.254150390625,55.80421829223633,56.2117919921875,25.222938537597656,30.47085189819336,3839.595703125,3838.44287109375,3846.92138671875,24.38645362854004,23.699575424194336,14.194144248962402,10.470011711120605,3816.10546875,3815.793212890625,3833.53271484375,31.87017822265625,28.185693740844727,15.606636047363281,12.129303932189941,3815.56005859375,3816.874755859375,3832.704345703125
downtown_arguing_00,25,0,0,34.223628997802734,50.731605529785156,27.978818893432617,38.75182342529297,4004.299560546875,4016.449462890625,4000.93994140625,59.72334671020508,72.99751281738281,27.419939041137695,35.6002311706543,4001.11572265625,4008.883544921875,3999.180419921875,23.40887451171875,23.8480167388916,18.17791175842285,18.252120971679688,3986.8037109375,3987.070068359375,3995.3818359375,56.1887092590332,61.07728576660156,16.357980728149414,13.620689392089844,3985.72802734375,3983.071533203125,3994.0625
downtown_arguing_00,25,1,1,50.183868408203125,49.79334259033203,24.729158401489258,28.91290855407715,3838.30712890625,3835.957275390625,3847.448974609375,52.602840423583984,52.544437408447266,24.51173973083496,29.631412506103516,3839.095703125,3838.071044921875,3847.088623046875,24.254058837890625,23.53640365600586,14.179937362670898,10.436561584472656,3817.06884765625,3816.739990234375,3834.43798828125,31.780845642089844,28.076705932617188,15.617097854614258,12.164779663085938,3816.541748046875,3817.865478515625,3833.6064453125
downtown_arguing_00,26,0,0,33.510520935058594,49.992671966552734,27.850997924804688,38.57159423828125,4007.960205078125,4020.03564453125,4004.1103515625,59.068199157714844,72.37916564941406,27.297853469848633,35.440284729003906,4004.592041015625,4012.2705078125,4002.313720703125,23.334796905517578,23.849546432495117,18.177804946899414,18.323911666870117,3990.597412109375,3990.879638671875,3999.020751953125,56.127479553222656,61.00478744506836,16.316532135009766,13.58007526397705,3989.333251953125,3986.66064453125,3997.626953125
