sequence,frame,pred_index,gt_person,full_pred_neutral_mpjpe_mm,full_pred_neutral_pve_mm,full_pred_neutral_pa_mpjpe_mm,full_pred_neutral_pa_pve_mm,full_pred_neutral_metric_mpjpe_mm,full_pred_neutral_metric_pve_mm,full_pred_neutral_root_error_mm,pred_pose_gt_beta_mpjpe_mm,pred_pose_gt_beta_pve_mm,pred_pose_gt_beta_pa_mpjpe_mm,pred_pose_gt_beta_pa_pve_mm,pred_pose_gt_beta_metric_mpjpe_mm,pred_pose_gt_beta_metric_pve_mm,pred_pose_gt_beta_root_error_mm,gt_pose_pred_beta_mpjpe_mm,gt_pose_pred_beta_pve_mm,gt_pose_pred_beta_pa_mpjpe_mm,gt_pose_pred_beta_pa_pve_mm,gt_pose_pred_beta_metric_mpjpe_mm,gt_pose_pred_beta_metric_pve_mm,gt_pose_pred_beta_root_error_mm,gt_pose_gt_beta_neutral_mpjpe_mm,gt_pose_gt_beta_neutral_pve_mm,gt_pose_gt_beta_neutral_pa_mpjpe_mm,gt_pose_gt_beta_neutral_pa_pve_mm,gt_pose_gt_beta_neutral_metric_mpjpe_mm,gt_pose_gt_beta_neutral_metric_pve_mm,gt_pose_gt_beta_neutral_root_error_mm
downtown_arguing_00,26,1,1,48.63962173461914,48.548831939697266,24.608951568603516,28.227413177490234,3837.958740234375,3834.785888671875,3848.0693359375,51.22964859008789,51.268619537353516,24.333250045776367,28.737695693969727,3838.914306640625,3837.191650390625,3847.784423828125,23.997699737548828,23.229076385498047,14.216526985168457,10.451676368713379,3817.744140625,3817.318359375,3835.129150390625,31.653385162353516,27.915525436401367,15.605657577514648,12.168489456176758,3817.412353515625,3818.76220703125,3834.35986328125
downtown_arguing_00,27,0,0,32.91822052001953,48.525787353515625,27.893190383911133,38.27864456176758,4012.357666015625,4024.27099609375,4007.42333984375,58.57484817504883,71.51100158691406,27.537521362304688,35.19490051269531,4008.884521484375,4016.331787109375,4005.6181640625,22.960479736328125,23.520586013793945,18.154077529907227,18.34183692932129,3994.064208984375,3994.383056640625,4002.4052734375,56.06992721557617,60.955291748046875,16.29686737060547,13.553985595703125,3992.783447265625,3990.064208984375,4001.003173828125
downtown_arguing_00,27,1,1,45.669586181640625,45.40347671508789,24.54650115966797,27.628612518310547,3837.291748046875,3834.254638671875,3847.56201171875,48.70082473754883,48.36970901489258,24.272628784179688,27.992019653320312,3837.86767578125,3836.304931640625,3847.121337890625,23.57981300354004,22.696971893310547,14.148673057556152,10.381732940673828,3818.454345703125,3818.0693359375,3835.598876953125,31.539409637451172,27.751157760620117,15.577228546142578,12.140264511108398,3817.853515625,3819.24658203125,3834.70263671875
downtown_arguing_00,28,1,1,43.06245422363281,42.187278747558594,23.906951904296875,26.468488693237305,3835.97607421875,3832.635009765625,3846.9580078125,46.002716064453125,44.936702728271484,23.37823486328125,26.421268463134766,3836.42138671875,3834.505615234375,3846.472900390625,23.677330017089844,22.789377212524414,14.101028442382812,10.346858978271484,3818.718994140625,3818.452880859375,3835.776123046875,31.41961669921875,27.580934524536133,15.542827606201172,12.087569236755371,3818.124755859375,3819.5703125,3834.8798828125
downtown_arguing_00,28,0,0,32.54783630371094,47.99703598022461,27.8985538482666,38.4511833190918,4015.11767578125,4026.951416015625,4010.2509765625,57.9478759765625,70.9278564453125,27.449111938476562,35.35969543457031,4011.588134765625,4018.96630859375,4008.430908203125,23.137924194335938,23.67715072631836,18.155258178710938,18.33927345275879,3997.44482421875,3997.714111328125,4005.63818359375,56.000492095947266,60.898834228515625,16.264636993408203,13.518527030944824,3996.01611328125,3993.2392578125,4004.184326171875
downtown_arguing_00,29,1,1,41.7394905090332,40.8703727722168,22.821266174316406,26.137102127075195,3835.296630859375,3831.734130859375,3846.630126953125,44.350337982177734,43.152626037597656,22.065040588378906,25.762296676635742,3836.1435546875,3834.103759765625,3846.2724609375,23.74590492248535,22.86638832092285,14.168051719665527,10.42516040802002,3818.645263671875,3818.335205078125,3835.820556640625,31.289440155029297,27.398080825805664,15.52415657043457,12.060709953308105,3818.44287109375,3819.938232421875,3835.081787109375
downtown_arguing_00,29,0,0,31.97568702697754,46.66143035888672,27.83530044555664,38.29526138305664,4018.304931640625,4029.811279296875,4013.22216796875,57.44127655029297,70.24858093261719,27.42922592163086,35.303985595703125,4014.882080078125,4021.947265625,4011.4541015625,23.071130752563477,23.54060935974121,18.11391830444336,18.233898162841797,4000.457763671875,4000.6884765625,4008.6630859375,55.93796920776367,60.8538703918457,16.237226486206055,13.48901081085205,3999.099609375,3996.2568359375,4007.25830078125
downtown_arguing_00,30,0,0,31.10626983642578,45.52046203613281,27.263935089111328,37.44532775878906,4019.99462890625,4031.50927734375,4015.521484375,56.702457427978516,69.36576080322266,26.86681365966797,34.51140594482422,4016.656494140625,4023.735595703125,4013.83203125,23.108985900878906,23.496299743652344,18.059452056884766,18.107616424560547,4003.668701171875,4003.8466796875,4011.8583984375,55.87519454956055,60.80178451538086,16.1909122467041,13.441104888916016,4002.268798828125,3999.37744140625,4010.467041015625
downtown_arguing_00,30,1,1,40.55141067504883,40.13505172729492,23.285717010498047,26.568992614746094,3833.1142578125,3829.447509765625,3846.189697265625,42.654273986816406,41.52734375,22.083011627197266,25.690967559814453,3834.3671875,3832.201171875,3845.99462890625,24.377059936523438,23.614585876464844,14.208982467651367,10.51176643371582,3818.76513671875,3818.55810546875,3836.12255859375,31.174718856811523,27.235702514648438,15.50007438659668,12.049365043640137,3819.094482421875,3820.63720703125,3835.6083984375
downtown_arguing_00,31,1,1,39.78591537475586,39.85493469238281,23.106067657470703,26.356863021850586,3831.50146484375,3827.69677734375,3846.728759765625,42.168155670166016,41.40285873413086,21.55191993713379,25.01324462890625,3831.765869140625,3829.489990234375,3846.201171875,23.164220809936523,22.115009307861328,14.007454872131348,10.256427764892578,3820.121826171875,3819.937744140625,3836.858642578125,31.052213668823242,27.074016571044922,15.467082977294922,12.029548645019531,3819.599853515625,3821.197021484375,3835.966064453125
downtown_arguing_00,31,0,0,30.60909080505371,44.068809509277344,27.021697998046875,36.75019836425781,4021.9931640625,4033.158203125,4017.71630859375,56.247039794921875,68.46856689453125,26.685129165649414,33.98662185668945,4018.933837890625,4025.673828125,4016.162841796875,23.03691291809082,23.322925567626953,17.963457107543945,17.91287612915039,4006.505126953125,4006.621337890625,4014.737548828125,55.810420989990234,60.73688507080078,16.14606285095215,13.391997337341309,4005.255615234375,4002.271240234375,4013.433837890625
downtown_arguing_00,32,1,1,39.55580139160156,39.84590148925781,23.444324493408203,26.22080421447754,3830.107421875,3826.2138671875,3846.116455078125,41.86342239379883,41.42030334472656,21.61842155456543,24.635692596435547,3830.090576171875,3827.700927734375,3845.499755859375,22.935291290283203,21.80007553100586,13.917501449584961,10.150322914123535,3820.299072265625,3820.22119140625,3836.806396484375,30.94710922241211,26.92734146118164,15.453459739685059,12.016422271728516,3819.589599609375,3821.255859375,3835.83935546875
downtown_arguing_00,32,0,0,31.698673248291016,44.574649810791016,27.84389305114746,37.04817581176758,4024.485595703125,4035.313232421875,4018.5546875,56.34480285644531,68.41059112548828,27.279552459716797,34.308563232421875,4021.980224609375,4028.495361328125,4017.2568359375,23.741867065429688,23.652570724487305,17.85273551940918,17.50808334350586,4008.143310546875,4008.046630859375,4016.590576171875,55.691062927246094,60.60780334472656,16.045686721801758,13.305092811584473,4007.459716796875,4004.3173828125,4015.466796875
downtown_arguing_00,33,1,1,40.530616760253906,40.85163497924805,24.60328483581543,26.7052001953125,3828.404296875,3823.7373046875,3845.5078125,42.915008544921875,42.59202194213867,22.44189453125,24.764751434326172,3827.59423828125,3824.396728515625,3844.6259765625,22.179443359375,20.820743560791016,13.763947486877441,9.949422836303711,3820.344482421875,3820.381591796875,3836.352783203125,30.8568172454834,26.775426864624023,15.440041542053223,11.9850435256958,3818.916259765625,3820.676025390625,3835.092041015625
downtown_arguing_00,33,0,0,31.57522964477539,44.194210052490234,27.13617706298828,35.865928649902344,4026.822021484375,4037.058349609375,4018.2529296875,56.15456008911133,67.88571166992188,26.612192153930664,33.094207763671875,4023.898681640625,4029.839111328125,4016.831298828125,24.082508087158203,24.09532356262207,17.867435455322266,17.610097885131836,4009.080322265625,4008.90869140625,4017.063232421875,55.52711486816406,60.44647216796875,15.970189094543457,13.222914695739746,4008.063232421875,4004.791259765625,4015.75146484375
downtown_arguing_00,34,1,1,40.83701705932617,42.13045120239258,25.960004806518555,28.6945743560791,3826.294677734375,3820.479248046875,3843.660400390625,43.29214096069336,43.89166259765625,23.26481056213379,25.934282302856445,3825.202392578125,3820.786865234375,3842.6708984375,22.052186965942383,20.60558319091797,13.678665161132812,9.846470832824707,3819.566650390625,3819.7431640625,3835.360107421875,30.757232666015625,26.619035720825195,15.420025825500488,11.963068962097168,3817.919677734375,3819.761962890625,3834.025146484375
downtown_arguing_00,34,0,0,32.43926239013672,45.34724426269531,26.713659286499023,35.046722412109375,4029.752197265625,4039.85888671875,4017.1142578125,56.735164642333984,68.5041732788086,26.273956298828125,32.305419921875,4026.791015625,4032.683837890625,4015.761962890625,24.72922134399414,24.750932693481445,17.846576690673828,17.444957733154297,4008.54638671875,4008.275390625,4016.42333984375,55.41987228393555,60.33867645263672,15.937920570373535,13.179082870483398,4007.7060546875,4004.388916015625,4015.143310546875
downtown_arguing_00,35,1,1,41.7314453125,44.00022888183594,27.376483917236328,30.174531936645508,3823.12158203125,3816.5205078125,3842.172607421875,44.43206787109375,46.00787353515625,24.631118774414062,27.14626121520996,3821.312744140625,3816.1083984375,3840.94140625,21.376014709472656,19.7579288482666,13.544696807861328,9.696545600891113,3818.774658203125,3819.010009765625,3834.15234375,30.66391372680664,26.488370895385742,15.380887031555176,11.945147514343262,3816.517578125,3818.4267578125,3832.5625
downtown_arguing_00,35,0,0,34.16923904418945,47.47151184082031,27.898744583129883,36.06644821166992,4029.912109375,4040.473388671875,4015.415283203125,58.277366638183594,70.59819030761719,27.429468154907227,33.5336799621582,4027.57275390625,4033.9560546875,4014.337158203125,25.157209396362305,24.847455978393555,17.738445281982422,17.013973236083984,4006.703369140625,4006.3525390625,4014.817626953125,55.380889892578125,60.30207061767578,15.940136909484863,13.178982734680176,4006.5537109375,4003.2197265625,4013.803955078125
downtown_arguing_00,36,1,1,42.601280212402344,45.099727630615234,28.53352165222168,31.4405517578125,3821.59716796875,3813.955810546875,3839.984619140625,45.128265380859375,46.9131965637207,25.74382781982422,28.192434310913086,3819.695068359375,3813.46923828125,3838.7109375,21.10667610168457,19.415796279907227,13.47336196899414,9.58918285369873,3816.8837890625,3817.131103515625,3832.1181640625,30.554323196411133,26.346908569335938,15.337584495544434,11.919382095336914,3814.521728515625,3816.496337890625,3830.487060546875
downtown_arguing_00,36,0,0,35.335506439208984,47.605648040771484,27.6321964263916,35.478511810302734,4029.370849609375,4039.26513671875,4014.24169921875,59.13821792602539,71.11711120605469,27.366411209106445,33.12345504760742,4026.912109375,4032.611328125,4013.12353515625,24.995473861694336,24.643075942993164,17.666406631469727,16.91609001159668,4004.829345703125,4004.530029296875,4012.5986328125,55.381874084472656,60.3050651550293,15.971261978149414,13.209165573120117,4004.541015625,4001.167236328125,4011.615234375
downtown_arguing_00,37,1,1,42.89292526245117,45.392234802246094,29.63869857788086,32.83910369873047,3817.908935546875,3809.75927734375,3836.932861328125,45.79234313964844,47.60065460205078,26.888935089111328,29.484214782714844,3815.63623046875,3808.832763671875,3835.521240234375,20.85880470275879,19.08524513244629,13.346783638000488,9.443703651428223,3814.544677734375,3814.895263671875,3829.4951171875,30.464216232299805,26.232376098632812,15.275575637817383,11.874743461608887,3811.8642578125,3813.8837890625,3827.738037109375
downtown_arguing_00,37,0,0,35.70654296875,47.68316650390625,27.529911041259766,35.0441780090332,4022.772705078125,4032.640380859375,4010.10693359375,59.31248474121094,71.41261291503906,27.08812141418457,32.861671447753906,4021.225830078125,4026.93896484375,4009.327392578125,25.48062515258789,24.905921936035156,17.48590087890625,16.369577407836914,4001.070068359375,4000.682861328125,4008.89501953125,55.357093811035156,60.2918815612793,15.945857048034668,13.168329238891602,4001.3583984375,3997.920166015625,4008.213623046875
downtown_arguing_00,38,1,1,43.722896575927734,46.43413543701172,30.327606201171875,34.28565979003906,3815.403564453125,3806.251220703125,3834.0283203125,46.58827209472656,48.54644775390625,27.678564071655273,30.839046478271484,3813.246337890625,3805.439208984375,3832.63916015625,20.794376373291016,19.005704879760742,13.294498443603516,9.33730697631836,3811.443359375,3811.79345703125,3826.333740234375,30.413345336914062,26.169292449951172,15.250849723815918,11.857697486877441,3808.8251953125,3810.867919921875,3824.584228515625
downtown_arguing_00,38,0,0,36.04319763183594,46.62559127807617,27.278076171875,34.05972671508789,4020.521728515625,4029.04833984375,4006.047607421875,60.28159713745117,71.73872375488281,27.090316772460938,32.13839340209961,4018.93994140625,4023.3203125,4005.32861328125,25.17538833618164,24.467350006103516,17.296037673950195,16.024320602416992,3996.824951171875,3996.492919921875,4004.33740234375,55.31678771972656,60.26450729370117,15.888184547424316,13.093438148498535,3997.122314453125,3993.60986328125,4003.7451171875
downtown_arguing_00,39,1,1,42.8309211730957,46.02824783325195,29.52358627319336,34.91436004638672,3811.361328125,3802.254150390625,3830.320068359375,45.88131332397461,48.176361083984375,26.755495071411133,31.33097267150879,3809.259521484375,3801.414306640625,3828.943115234375,20.988388061523438,19.21729850769043,13.239781379699707,9.249246597290039,3807.978271484375,3808.412353515625,3822.776123046875,30.392438888549805,26.1517391204834,15.26524829864502,11.883382797241211,3805.4228515625,3807.4482421875,3821.055419921875
downtown_arguing_00,39,0,0,35.73792266845703,45.50271987915039,26.49410057067871,33.27792739868164,4014.02294921875,4021.653564453125,4000.330810546875,60.36225128173828,71.61994934082031,26.368444442749023,31.601823806762695,4012.806396484375,4016.234375,3999.78662109375,24.861703872680664,24.026018142700195,17.072282791137695,15.573660850524902,3991.46533203125,3991.157470703125,3998.763671875,55.29317855834961,60.26715850830078,15.831128120422363,12.998801231384277,3991.948486328125,3988.310546875,3998.330810546875
downtown_arguing_00,40,1,1,45.120811462402344,48.23896789550781,29.072795867919922,34.654052734375,3806.986328125,3797.070068359375,3826.328125,47.30594253540039,49.7425537109375,26.031864166259766,30.895416259765625,3805.62744140625,3796.89501953125,3825.2119140625,21.650001525878906,19.997047424316406,13.2208890914917,9.172120094299316,3803.46875,3803.936279296875,3818.4853515625,30.3863582611084,26.15998077392578,15.252492904663086,11.893588066101074,3801.54931640625,3803.521240234375,3817.040771484375
downtown_arguing_00,40,0,0,35.711795806884766,44.11260223388672,26.350873947143555,32.794715881347656,4008.587890625,4015.063720703125,3994.06396484375,60.255897521972656,71.07352447509766,26.18009376525879,31.313505172729492,4007.251708984375,4009.54296875,3993.575439453125,24.716957092285156,23.884105682373047,16.896690368652344,15.270401000976562,3985.351318359375,3985.05078125,3992.291015625,55.32435989379883,60.33087158203125,15.774017333984375,12.90385913848877,3985.678466796875,3981.928466796875,3991.9228515625
downtown_arguing_00,41,0,0,35.120689392089844,43.16074752807617,24.852924346923828,31.40985679626465,4000.87841796875,4006.172119140625,3986.125244140625,59.75623321533203,70.5746078491211,24.769317626953125,30.06239891052246,3999.72900390625,4000.883544921875,3985.80908203125,24.726032257080078,23.845481872558594,16.721553802490234,14.87010383605957,3978.205322265625,3977.881103515625,3985.004638671875,55.38901138305664,60.4389762878418,15.734562873840332,12.823665618896484,3978.666748046875,3974.843505859375,3984.751953125
downtown_arguing_00,41,1,1,46.16554260253906,49.34764862060547,30.070341110229492,36.08320999145508,3802.4501953125,3791.79150390625,3821.3955078125,48.39760208129883,50.80063247680664,27.246356964111328,32.45746994018555,3801.513671875,3791.9765625,3820.396240234375,22.03091812133789,20.450387954711914,13.184098243713379,9.085859298706055,3799.0654296875,3799.5361328125,3814.150634765625,30.384830474853516,26.17853546142578,15.238377571105957,11.893939018249512,3797.522216796875,3799.4228515625,3812.863525390625
downtown_arguing_00,42,1,1,46.68226623535156,49.93518829345703,29.71596336364746,36.15054702758789,3795.9404296875,3785.5791015625,3816.554443359375,48.84954833984375,51.45634460449219,26.723108291625977,32.56624221801758,3795.01416015625,3785.685791015625,3815.576904296875,22.21304702758789,20.639080047607422,13.11379623413086,8.985013008117676,3794.44775390625,3794.952392578125,3809.38525390625,30.366769790649414,26.172739028930664,15.23087215423584,11.893599510192871,3792.9453125,3794.7607421875,3808.125244140625
downtown_arguing_00,42,0,0,35.591285705566406,42.91034698486328,24.22995948791504,30.765405654907227,3991.8251953125,3995.877197265625,3977.368408203125,59.87101745605469,70.68729400634766,24.125499725341797,29.6906681060791,3991.2880859375,3991.3857421875,3977.3095703125,25.135990142822266,24.17689323425293,16.553234100341797,14.388115882873535,3969.74951171875,3969.35400390625,3976.59619140625,55.436038970947266,60.523109436035156,15.667898178100586,12.734825134277344,3970.728515625,3966.896484375,3976.561767578125
downtown_arguing_00,43,1,1,44.4089469909668,47.415565490722656,27.448165893554688,33.75782012939453,3791.68896484375,3782.61962890625,3811.99853515625,46.861148834228516,49.294471740722656,24.23121452331543,30.351884841918945,3790.435546875,3782.38427734375,3810.885498046875,21.795421600341797,20.170320510864258,13.025581359863281,8.887460708618164,3790.477783203125,3790.93359375,3805.08984375,30.332773208618164,26.144306182861328,15.230467796325684,11.89592170715332,3788.706787109375,3790.436767578125,3803.697021484375
downtown_arguing_00,43,0,0,37.0220947265625,44.8664665222168,24.855106353759766,31.490724563598633,3985.629638671875,3990.095458984375,3968.93505859375,60.9068489074707,71.96150970458984,24.80244255065918,30.431190490722656,3984.88037109375,3985.326171875,3968.8798828125,25.070850372314453,24.15683937072754,16.45207977294922,14.273443222045898,3962.35791015625,3962.010986328125,3968.75146484375,55.444053649902344,60.53652572631836,15.580262184143066,12.646658897399902,3963.215576171875,3959.39599609375,3968.670654296875
downtown_arguing_00,44,1,1,44.77528762817383,48.678794860839844,28.438203811645508,35.82773971557617,3784.948974609375,3775.614013671875,3807.198486328125,46.88384246826172,50.34033966064453,24.97406768798828,32.375911712646484,3783.639892578125,3775.1611328125,3806.084228515625,22.365819931030273,20.74651336669922,12.946314811706543,8.823101043701172,3786.573974609375,3787.147216796875,3800.938720703125,30.283655166625977,26.100597381591797,15.224802017211914,11.900821685791016,3784.810546875,3786.443359375,3799.586669921875
downtown_arguing_00,44,0,0,38.44158935546875,45.53543472290039,25.643129348754883,32.394596099853516,3981.229736328125,3984.4599609375,3962.323974609375,62.05733871459961,73.096435546875,25.839147567749023,31.563379287719727,3980.71484375,3980.0185546875,3962.366455078125,25.184085845947266,24.226133346557617,16.353099822998047,14.079148292541504,3955.521240234375,3955.178466796875,3961.6962890625,55.48537826538086,60.578861236572266,15.52291202545166,12.608007431030273,3956.69921875,3952.849853515625,3961.73388671875
downtown_arguing_00,45,1,0,36.69681930541992,44.11162185668945,24.175039291381836,32.079437255859375,3974.183837890625,3976.308349609375,3956.782958984375,61.297691345214844,72.53050231933594,24.245914459228516,30.923789978027344,3973.93359375,3972.194091796875,3956.984375,25.203859329223633,24.21254539489746,16.318931579589844,13.967731475830078,3950.845703125,3950.53369140625,3956.82177734375,55.57923889160156,60.715946197509766,15.529208183288574,12.619538307189941,3952.150390625,3948.316162109375,3956.95751953125
downtown_arguing_00,45,0,1,44.42713928222656,48.59165954589844,29.97763442993164,34.095611572265625,3778.70361328125,3770.8251953125,3804.688232421875,47.010005950927734,50.89616012573242,26.357755661010742,30.801572799682617,3776.627197265625,3769.57666015625,3803.3310546875,21.793607711791992,20.10500717163086,12.850935935974121,8.793381690979004,3783.905029296875,3784.42822265625,3797.760009765625,30.28220558166504,26.12333106994629,15.23644733428955,11.925804138183594,3781.541259765625,3783.0625,3796.114013671875
downtown_arguing_00,46,1,0,36.47136688232422,42.31636047363281,24.29126739501953,31.563636779785156,3971.152099609375,3972.9189453125,3955.03564453125,61.24106216430664,72.1329116821289,24.55817222595215,30.629093170166016,3971.19775390625,3969.131103515625,3955.33544921875,25.151124954223633,24.081405639648438,16.26622772216797,13.804092407226562,3947.975830078125,3947.662353515625,3953.919677734375,55.637115478515625,60.83454513549805,15.544623374938965,12.666426658630371,3949.4453125,3945.573486328125,3954.240234375
downtown_arguing_00,46,0,1,47.63460922241211,50.88811492919922,32.360260009765625,34.682743072509766,3772.48193359375,3764.85400390625,3801.753662109375,50.18217849731445,53.07597732543945,28.880592346191406,31.697668075561523,3770.658447265625,3763.971923828125,3800.49951171875,21.527793884277344,19.930233001708984,12.85318660736084,8.755147933959961,3780.37841796875,3780.694580078125,3794.294921875,30.291717529296875,26.154268264770508,15.250444412231445,11.942004203796387,3778.359130859375,3779.767333984375,3792.7216796875
downtown_arguing_00,47,1,0,34.66021728515625,40.827938079833984,23.647695541381836,30.95182228088379,3968.262451171875,3969.99169921875,3952.692626953125,59.663307189941406,70.65238189697266,23.705184936523438,29.970703125,3968.424560546875,3966.33935546875,3953.2109375,25.68560791015625,24.656394958496094,16.212108612060547,13.641862869262695,3946.969970703125,3946.535888671875,3952.803466796875,55.58047866821289,60.81668472290039,15.464810371398926,12.637674331665039,3948.44140625,3944.468505859375,3953.23583984375
downtown_arguing_00,47,0,1,47.83737564086914,50.57928466796875,32.72943115234375,34.19178009033203,3767.91650390625,3760.71240234375,3797.629150390625,50.419952392578125,52.53697204589844,29.817184448242188,31.597997665405273,3766.510986328125,3760.302490234375,3796.519775390625,21.760822296142578,20.27814483642578,12.873029708862305,8.71675968170166,3776.900390625,3777.092041015625,3790.935546875,30.315603256225586,26.198923110961914,15.285890579223633,11.966034889221191,3775.3837890625,3776.684326171875,3789.552001953125
downtown_arguing_00,48,1,0,33.74531173706055,39.848751068115234,23.878578186035156,31.221115112304688,3966.10693359375,3967.65283203125,3953.093994140625,59.68495559692383,70.84294891357422,24.308216094970703,30.60999870300293,3966.273193359375,3963.878173828125,3953.639892578125,25.19253921508789,24.101272583007812,16.152912139892578,13.615564346313477,3947.669921875,3947.30810546875,3953.270751953125,55.52573013305664,60.791778564453125,15.405924797058105,12.620795249938965,3948.9326171875,3944.876953125,3953.72265625
downtown_arguing_00,48,0,1,47.5128288269043,48.72197723388672,32.19118118286133,32.56570053100586,3763.461181640625,3758.445068359375,3794.13623046875,50.00555419921875,50.80735397338867,29.66521644592285,30.56307601928711,3761.684814453125,3757.489990234375,3792.906005859375,22.20619010925293,20.695398330688477,12.774101257324219,8.66373348236084,3774.353515625,3774.642578125,3788.02001953125,30.427717208862305,26.308835983276367,15.291987419128418,12.015729904174805,3772.55419921875,3773.721435546875,3786.5458984375
downtown_arguing_00,49,1,0,33.49909210205078,40.34850311279297,23.735523223876953,31.901321411132812,3967.228515625,3968.17431640625,3953.968994140625,60.06058120727539,71.7345962524414,23.946483612060547,31.229225158691406,3967.523681640625,3964.5625,3954.75537109375,25.532960891723633,24.386381149291992,16.114490509033203,13.444655418395996,3948.989501953125,3948.564697265625,3954.71728515625,55.49388885498047,60.80263137817383,15.362348556518555,12.608046531677246,3950.448974609375,3946.34375,3955.358154296875
downtown_arguing_00,49,0,1,47.994300842285156,49.561954498291016,31.368993759155273,31.903181076049805,3759.08349609375,3753.59033203125,3790.089599609375,50.336997985839844,51.3428955078125,29.01882553100586,29.943119049072266,3757.906005859375,3753.2705078125,3789.077880859375,22.609573364257812,21.249073028564453,12.892328262329102,8.724536895751953,3770.043212890625,3770.18310546875,3783.980712890625,30.624961853027344,26.533802032470703,15.422647476196289,12.147709846496582,3768.81396484375,3769.861328125,3782.74072265625
downtown_arguing_00,50,1,0,32.92377853393555,41.321834564208984,23.499191284179688,32.38040542602539,3968.54931640625,3970.358642578125,3955.15234375,60.009151458740234,72.47462463378906,23.48491859436035,31.61818504333496,3968.23095703125,3965.85595703125,3955.919677734375,25.00833511352539,23.906314849853516,16.145952224731445,13.628741264343262,3951.38134765625,3951.03515625,3956.704345703125,55.46088409423828,60.824092864990234,15.36629867553711,12.655616760253906,3952.28466796875,3948.072265625,3957.26904296875
downtown_arguing_00,50,0,1,47.229209899902344,49.72370910644531,30.15922737121582,30.783124923706055,3755.01123046875,3748.947509765625,3784.2783203125,49.07846450805664,50.86924743652344,27.488161087036133,28.43837547302246,3754.65576171875,3749.463134765625,3783.58984375,23.48050308227539,22.30256462097168,13.066413879394531,8.859247207641602,3764.094970703125,3764.149169921875,3778.39794921875,30.860599517822266,26.79836654663086,15.576811790466309,12.298961639404297,3763.57470703125,3764.526123046875,3777.515869140625
downtown_arguing_00,51,1,0,33.65492630004883,43.23020935058594,23.97797966003418,33.021060943603516,3973.150146484375,3975.578369140625,3956.30224609375,60.71328353881836,73.75630950927734,23.82904052734375,32.13728332519531,3972.21435546875,3970.234619140625,3957.113037109375,24.769332885742188,23.683452606201172,16.16547966003418,13.685934066772461,3953.197509765625,3952.864501953125,3958.302734375,55.422969818115234,60.837486267089844,15.36928653717041,12.68018913269043,3953.810791015625,3949.461181640625,3958.87548828125
downtown_arguing_00,51,0,1,44.99485778808594,47.57710647583008,29.48414421081543,30.474498748779297,3749.723388671875,3744.252197265625,3775.348876953125,47.28606414794922,48.890132904052734,26.875574111938477,28.23615074157715,3749.109375,3744.431396484375,3774.580322265625,23.71889877319336,22.536170959472656,13.11509895324707,8.935113906860352,3756.63720703125,3756.723388671875,3770.774169921875,31.0675048828125,27.027212142944336,15.696480751037598,12.416342735290527,3755.802001953125,3756.70751953125,3769.865234375
downtown_arguing_00,52,1,0,34.38389205932617,43.821590423583984,22.328977584838867,30.639347076416016,3977.885986328125,3979.2978515625,3957.039306640625,60.78534698486328,73.32518768310547,21.77115249633789,29.261674880981445,3976.52685546875,3973.471435546875,3957.905029296875,24.772804260253906,23.687070846557617,16.171226501464844,13.677251815795898,3953.963134765625,3953.62451171875,3958.98876953125,55.397865295410156,60.811954498291016,15.388111114501953,12.717514038085938,3954.539794921875,3950.068115234375,3959.61767578125
downtown_arguing_00,52,0,1,44.51478958129883,47.87691879272461,25.502521514892578,28.366666793823242,3742.682861328125,3734.908447265625,3762.882080078125,47.079383850097656,49.03165054321289,22.86682891845703,26.180862426757812,3743.040771484375,3736.023193359375,3762.52490234375,24.649497985839844,23.676239013671875,13.284720420837402,9.135860443115234,3744.0458984375,3744.058837890625,3758.70068359375,31.243083953857422,27.240564346313477,15.698017120361328,12.451641082763672,3743.89453125,3744.78466796875,3758.227294921875
downtown_arguing_00,53,1,0,36.610862731933594,45.11426544189453,22.413745880126953,30.08765983581543,3984.25927734375,3985.286865234375,3958.56201171875,62.4205436706543,74.15341186523438,21.820661544799805,28.677757263183594,3982.45703125,3978.875732421875,3959.505859375,24.585927963256836,23.469575881958008,16.15176010131836,13.636974334716797,3955.183837890625,3954.876708984375,3960.14892578125,55.43550109863281,60.83147048950195,15.405625343322754,12.745504379272461,3955.7734375,3951.179443359375,3960.863525390625
downtown_arguing_00,53,0,1,43.35011672973633,46.105594635009766,21.941783905029297,25.774608612060547,3731.947021484375,3724.748779296875,3748.969482421875,45.700252532958984,47.06661605834961,19.433752059936523,23.88611602783203,3732.78564453125,3726.455078125,3748.908447265625,25.135835647583008,24.358858108520508,13.482205390930176,9.385420799255371,3730.03955078125,3729.90869140625,3745.122314453125,31.415775299072266,27.46074676513672,15.692122459411621,12.457319259643555,3730.337890625,3731.224365234375,3744.958984375
downtown_arguing_00,54,0,0,35.47238540649414,43.029083251953125,20.831357955932617,27.540369033813477,3984.826904296875,3985.785400390625,3960.24267578125,61.32100296020508,72.01808166503906,20.2697811126709,26.2911319732666,3983.205810546875,3979.490234375,3961.3427734375,24.817094802856445,23.66773223876953,16.113107681274414,13.49233341217041,3956.189697265625,3955.812744140625,3961.230224609375,55.473289489746094,60.85660934448242,15.388357162475586,12.719989776611328,3956.88427734375,3952.17333984375,3962.130615234375
