sequence,frame,pred_index,gt_person,temporal_applied,base_pa_mpjpe_mm,base_mpjpe_mm,base_pve_mm,base_pa_pve_mm,base_metric_mpjpe_mm,base_metric_pve_mm,base_root_error_mm,temporal_pa_mpjpe_mm,temporal_mpjpe_mm,temporal_pve_mm,temporal_pa_pve_mm,temporal_metric_mpjpe_mm,temporal_metric_pve_mm,temporal_root_error_mm
downtown_arguing_00,52,1,0,1,22.329021453857422,34.383827209472656,43.82155227661133,30.63938331604004,115.40975952148438,118.60272979736328,95.38761138916016,22.337352752685547,34.40483474731445,43.83254623413086,30.671995162963867,115.45183563232422,118.63330841064453,95.39006042480469
downtown_arguing_00,52,0,1,1,25.50251579284668,44.51484680175781,47.87700271606445,28.366676330566406,114.82777404785156,121.7950439453125,91.11514282226562,25.533449172973633,44.438533782958984,47.824825286865234,28.369068145751953,114.89009857177734,121.80935668945312,91.12309265136719
downtown_arguing_00,53,1,0,1,22.413742065429688,36.6108283996582,45.114227294921875,30.08774757385254,115.23217010498047,117.8444595336914,90.45106506347656,22.357906341552734,36.52537536621094,45.01582717895508,30.000125885009766,115.11793518066406,117.72352600097656,90.44856262207031
downtown_arguing_00,53,0,1,1,21.94178009033203,43.35013961791992,46.10562515258789,25.77460479736328,95.47994995117188,102.06590270996094,74.42017364501953,21.9522705078125,43.28227996826172,46.04792785644531,25.74625587463379,95.51124572753906,102.05896759033203,74.42261505126953
downtown_arguing_00,54,0,0,1,20.831327438354492,35.47245407104492,43.02915573120117,27.540327072143555,111.5482406616211,114.11778259277344,88.1167984008789,20.904151916503906,35.66046142578125,43.18821334838867,27.686750411987305,111.72884368896484,114.18318176269531,88.09611511230469
downtown_arguing_00,54,1,1,1,20.835205078125,40.7292366027832,43.30561447143555,23.723461151123047,77.7633056640625,81.86378479003906,57.98167037963867,20.858518600463867,40.71684265136719,43.31771469116211,23.74997901916504,77.7450180053711,81.86531829833984,57.98423385620117
downtown_arguing_00,55,0,0,1,20.702804565429688,35.03597640991211,43.447330474853516,28.240732192993164,113.19082641601562,115.8119125366211,91.54058837890625,20.688566207885742,35.03773498535156,43.409156799316406,28.191566467285156,113.26436614990234,115.88320922851562,91.55242156982422
downtown_arguing_00,55,1,1,1,21.86803436279297,41.85942840576172,43.21675491333008,24.038610458374023,68.05457305908203,71.22516632080078,50.110260009765625,21.77334976196289,41.73304748535156,43.06001281738281,23.90745735168457,67.94127655029297,71.07655334472656,50.10881042480469
downtown_arguing_00,56,0,0,1,21.26885223388672,36.590301513671875,44.411643981933594,28.338340759277344,101.92841339111328,104.4969253540039,77.04711151123047,21.267539978027344,36.59675216674805,44.39253234863281,28.30872917175293,101.93382263183594,104.47846984863281,77.04914093017578
downtown_arguing_00,56,1,1,1,20.541961669921875,37.170597076416016,37.48961639404297,22.10664939880371,67.01942443847656,69.79698944091797,54.532447814941406,20.538833618164062,37.19412612915039,37.52241897583008,22.118209838867188,67.01101684570312,69.7960433959961,54.5325813293457
downtown_arguing_00,57,0,0,1,22.37046241760254,39.1272087097168,46.296295166015625,29.366514205932617,108.72634887695312,109.85025787353516,80.2020492553711,22.337993621826172,39.0868034362793,46.28056716918945,29.367406845092773,108.68124389648438,109.83747863769531,80.20103454589844
downtown_arguing_00,57,1,1,1,19.67100715637207,35.84489822387695,35.90188980102539,21.8358097076416,57.57918167114258,59.205360412597656,46.396026611328125,19.628232955932617,35.82561111450195,35.89986038208008,21.848026275634766,57.56988525390625,59.2182502746582,46.389801025390625
downtown_arguing_00,58,0,0,1,22.43150520324707,39.444419860839844,46.65528869628906,28.9686222076416,105.04597473144531,106.91175079345703,75.55319213867188,22.411731719970703,39.414058685302734,46.61868667602539,28.9392147064209,105.01512145996094,106.87609100341797,75.55647277832031
downtown_arguing_00,58,1,1,1,19.985200881958008,36.382755279541016,35.46108627319336,21.74433708190918,56.159507751464844,57.11948776245117,44.19071578979492,19.998125076293945,36.37879943847656,35.4521369934082,21.74654197692871,56.16400909423828,57.11982345581055,44.192718505859375
downtown_arguing_00,59,0,0,1,22.50927734375,40.12548828125,46.90226364135742,27.906932830810547,102.32148742675781,104.57170867919922,72.7953872680664,22.508420944213867,40.105690002441406,46.90895080566406,27.93916130065918,102.313720703125,104.57887268066406,72.80390167236328
downtown_arguing_00,59,1,1,1,20.42608642578125,36.60873031616211,35.45952224731445,22.1224422454834,66.62230682373047,69.08976745605469,56.87563705444336,20.4205322265625,36.58884811401367,35.441646575927734,22.11591911315918,66.61152648925781,69.07677459716797,56.87358856201172
downtown_arguing_00,60,0,0,1,22.709762573242188,39.347049713134766,46.724605560302734,28.762496948242188,98.32125854492188,100.92520904541016,70.93900299072266,22.640026092529297,39.27500534057617,46.57969665527344,28.63328742980957,98.24314880371094,100.7876968383789,70.92906188964844
downtown_arguing_00,60,1,1,1,20.888267517089844,35.97441101074219,34.62457275390625,22.23834991455078,73.61309051513672,76.63119506835938,65.90434265136719,20.87929916381836,35.960792541503906,34.61521530151367,22.224843978881836,73.61225128173828,76.62661743164062,65.90570831298828
downtown_arguing_00,61,0,0,1,22.287410736083984,38.57770538330078,46.85301208496094,28.437870025634766,97.96126556396484,101.03960418701172,72.3072738647461,22.26721954345703,38.5723762512207,46.84199523925781,28.41261863708496,97.99305725097656,101.06575012207031,72.31995391845703
downtown_arguing_00,61,1,1,1,21.542295455932617,35.09765625,34.12667465209961,22.37887191772461,74.22492980957031,76.88923645019531,66.96568298339844,21.558534622192383,35.108001708984375,34.13459777832031,22.39964485168457,74.18648529052734,76.8668441772461,66.95794677734375
downtown_arguing_00,62,0,0,1,21.98689079284668,37.626155853271484,45.232173919677734,27.42277717590332,98.72496032714844,101.5338134765625,75.03553009033203,21.989763259887695,37.62485122680664,45.24681091308594,27.445545196533203,98.71263885498047,101.52455139160156,75.02561950683594
downtown_arguing_00,62,1,1,1,22.759963989257812,36.44850540161133,35.31516647338867,22.5924015045166,75.89663696289062,78.51541137695312,69.66667175292969,22.746681213378906,36.44426727294922,35.27998733520508,22.58161735534668,75.93878936767578,78.53099060058594,69.66397094726562
downtown_arguing_00,63,0,0,1,21.821439743041992,36.95720672607422,45.65919494628906,27.672603607177734,100.42854309082031,103.7182388305664,77.99858856201172,21.812280654907227,36.9630126953125,45.66370391845703,27.661096572875977,100.48115539550781,103.7833251953125,78.01660919189453
downtown_arguing_00,63,1,1,1,23.36408805847168,37.59959030151367,36.128662109375,23.227519989013672,84.59888458251953,88.13551330566406,77.06636810302734,23.38640022277832,37.61414337158203,36.11605453491211,23.192344665527344,84.5758056640625,88.09397888183594,77.04393768310547
downtown_arguing_00,64,0,0,1,22.312885284423828,38.02967834472656,46.91799545288086,28.30434226989746,104.64818572998047,108.1923828125,82.01750183105469,22.285377502441406,38.006202697753906,46.85320281982422,28.24059295654297,104.55828857421875,108.0792236328125,81.9876708984375
downtown_arguing_00,64,1,1,1,24.68662452697754,38.99555587768555,37.966129302978516,24.06394386291504,71.14091491699219,74.2010726928711,59.1591682434082,24.592681884765625,38.93172836303711,37.95302200317383,24.063268661499023,71.114990234375,74.23368072509766,59.18140411376953
downtown_arguing_00,65,0,0,1,22.38556671142578,39.4196891784668,49.1751823425293,28.28801727294922,96.86993408203125,101.59402465820312,75.5948715209961,22.391756057739258,39.39931869506836,49.201847076416016,28.347585678100586,96.8479995727539,101.58687591552734,75.60540008544922
downtown_arguing_00,65,1,1,1,25.130956649780273,41.13373565673828,41.12666320800781,25.669963836669922,88.68136596679688,94.40213012695312,76.55078125,25.15221405029297,41.13204574584961,41.08525085449219,25.672975540161133,88.62398529052734,94.2939453125,76.55915832519531
downtown_arguing_00,66,0,0,1,22.963909149169922,39.4350700378418,49.78272247314453,29.747251510620117,99.79168701171875,105.01028442382812,80.48703002929688,22.92829704284668,39.419105529785156,49.734214782714844,29.68203353881836,99.813720703125,104.99703216552734,80.48160552978516
downtown_arguing_00,66,1,1,1,26.190393447875977,40.97311019897461,40.319461822509766,28.00994873046875,85.86128997802734,90.72676086425781,75.35408020019531,26.16394805908203,40.94240951538086,40.3011589050293,27.98027801513672,85.90848541259766,90.80522155761719,75.35426330566406
downtown_arguing_00,67,0,0,1,22.96347999572754,40.36384201049805,50.46613693237305,29.959793090820312,93.77037048339844,99.0777816772461,74.0506820678711,22.954999923706055,40.355079650878906,50.41959762573242,29.896902084350586,93.78340148925781,99.05776977539062,74.05657958984375
downtown_arguing_00,67,1,1,1,26.236146926879883,39.75408172607422,38.7631721496582,28.28730010986328,83.79468536376953,88.29032897949219,73.65432739257812,26.23344612121582,39.75263214111328,38.74518966674805,28.271949768066406,83.76001739501953,88.24375915527344,73.65204620361328
downtown_arguing_00,68,0,0,1,23.112096786499023,41.43363952636719,50.5620002746582,28.742456436157227,88.60115814208984,93.26937103271484,68.63668060302734,23.10734748840332,41.406639099121094,50.58497619628906,28.824399948120117,88.52869415283203,93.21057891845703,68.6287841796875
downtown_arguing_00,68,1,1,1,25.755359649658203,38.55088806152344,36.441627502441406,27.241588592529297,88.69507598876953,92.6540756225586,83.29484558105469,25.714433670043945,38.517826080322266,36.414695739746094,27.21839714050293,88.76334381103516,92.76022338867188,83.2943115234375
downtown_arguing_00,69,0,0,1,23.4962215423584,41.824058532714844,52.12725830078125,30.57356834411621,100.68421173095703,105.45272827148438,81.10670471191406,23.559675216674805,41.88525390625,52.17295455932617,30.57345199584961,100.67560577392578,105.48387145996094,81.11266326904297
downtown_arguing_00,69,1,1,1,24.52678108215332,37.48809814453125,35.20671463012695,26.114280700683594,89.3591079711914,93.39556884765625,85.4453353881836,24.526899337768555,37.4805908203125,35.21088790893555,26.121061325073242,89.35243225097656,93.3836441040039,85.44857788085938
downtown_arguing_00,70,0,0,1,24.54952049255371,43.432769775390625,54.4121208190918,31.903568267822266,103.76350402832031,109.55583953857422,86.25048828125,24.52245330810547,43.35130310058594,54.366085052490234,31.896543502807617,103.93096923828125,109.67611694335938,86.26144409179688
downtown_arguing_00,70,1,1,1,23.55289077758789,36.22040939331055,33.91413879394531,24.47200584411621,82.66681671142578,85.09577941894531,80.21871948242188,23.57621192932129,36.24982452392578,33.92572021484375,24.4860782623291,82.67404174804688,85.11600494384766,80.21554565429688
downtown_arguing_00,71,0,0,1,26.015480041503906,44.49274826049805,55.975826263427734,33.30892562866211,107.20759582519531,113.58208465576172,87.16986083984375,25.965784072875977,44.463993072509766,55.946441650390625,33.263492584228516,107.16065216064453,113.53125762939453,87.16219329833984
downtown_arguing_00,71,1,1,1,24.134830474853516,35.875343322753906,32.44487380981445,24.16686248779297,76.86109924316406,78.5619888305664,75.30988311767578,24.139209747314453,35.8698844909668,32.45277786254883,24.191633224487305,76.86936950683594,78.57305908203125,75.31584167480469
downtown_arguing_00,72,0,0,1,26.356264114379883,45.49863815307617,57.1928825378418,33.77066421508789,113.91564178466797,121.83168029785156,93.26506042480469,26.36525535583496,45.5134162902832,57.22237014770508,33.78628921508789,113.92860412597656,121.85974884033203,93.25776672363281
downtown_arguing_00,72,1,1,1,23.615074157714844,33.11896896362305,30.311059951782227,23.540786743164062,69.64852142333984,69.95635223388672,69.87158203125,23.61832618713379,33.145050048828125,30.33159065246582,23.542848587036133,69.64827728271484,69.9615707397461,69.8665771484375
downtown_arguing_00,73,0,0,1,27.005477905273438,47.8253288269043,60.68437957763672,34.46072769165039,126.50874328613281,135.9046173095703,105.15711212158203,26.954774856567383,47.76919937133789,60.59321975708008,34.40922927856445,126.43562316894531,135.77793884277344,105.15789031982422
downtown_arguing_00,73,1,1,1,24.413883209228516,34.175621032714844,31.31984519958496,23.878555297851562,66.86259460449219,65.95995330810547,67.19971466064453,24.337385177612305,34.102577209472656,31.238710403442383,23.817276000976562,66.9030532836914,66.02882385253906,67.20538330078125
downtown_arguing_00,74,0,0,1,25.646638870239258,48.81925582885742,61.360469818115234,33.53174591064453,127.57745361328125,136.87110900878906,108.25099182128906,25.679824829101562,48.79557418823242,61.331886291503906,33.5448112487793,127.63546752929688,136.94886779785156,108.26558685302734
downtown_arguing_00,74,1,1,1,24.298002243041992,33.19757843017578,30.770381927490234,24.080379486083984,60.40461349487305,58.70518112182617,59.2879638671875,24.318256378173828,33.22372817993164,30.797550201416016,24.093032836914062,60.40168762207031,58.696617126464844,59.28865432739258
downtown_arguing_00,75,0,0,1,25.677900314331055,48.47937774658203,60.65347671508789,33.040679931640625,135.60879516601562,145.12400817871094,114.81434631347656,25.688661575317383,48.50795364379883,60.696659088134766,33.0658073425293,135.61996459960938,145.13653564453125,114.80950927734375
downtown_arguing_00,75,1,1,1,24.56155776977539,34.1605339050293,32.54353713989258,24.47501564025879,72.92393493652344,71.42893981933594,73.3778305053711,24.565532684326172,34.1634521484375,32.56418228149414,24.493919372558594,72.91783142089844,71.40404510498047,73.37617492675781
downtown_arguing_00,76,0,0,1,26.135534286499023,48.269920349121094,60.947052001953125,33.71897888183594,136.10714721679688,145.42349243164062,115.20472717285156,26.13491439819336,48.25299835205078,60.9276008605957,33.718719482421875,136.1154327392578,145.41871643066406,115.21000671386719
downtown_arguing_00,76,1,1,1,24.41566276550293,33.39513397216797,32.31709671020508,24.83007049560547,70.38825988769531,68.38662719726562,69.58827209472656,24.43016242980957,33.415103912353516,32.34776306152344,24.851049423217773,70.39009094238281,68.38204956054688,69.58061218261719
downtown_arguing_00,77,0,0,1,26.64116096496582,46.238929748535156,59.56036376953125,34.72601318359375,132.86622619628906,141.13604736328125,112.27816772460938,26.64292335510254,46.25322723388672,59.56575393676758,34.709835052490234,132.8715057373047,141.14505004882812,112.27316284179688
downtown_arguing_00,77,1,1,1,24.744510650634766,32.437713623046875,32.01853561401367,25.75668716430664,55.16501998901367,51.817745208740234,52.12183380126953,24.688695907592773,32.37798309326172,31.959623336791992,25.71840476989746,55.19182586669922,51.9047966003418,52.115596771240234
downtown_arguing_00,78,0,0,1,26.6057186126709,45.83312225341797,59.27480697631836,34.71136474609375,137.2635498046875,145.2900848388672,116.18748474121094,26.619340896606445,45.88739013671875,59.37037658691406,34.79751968383789,137.27037048339844,145.3450469970703,116.19033813476562
downtown_arguing_00,78,1,1,1,24.171104431152344,30.8382568359375,31.492029190063477,26.187856674194336,40.759483337402344,37.46846008300781,35.37083053588867,24.17483901977539,30.88214111328125,31.459131240844727,26.150348663330078,40.78982925415039,37.42778015136719,35.3750114440918
downtown_arguing_00,79,0,0,1,27.257259368896484,45.86541748046875,60.20479202270508,37.042118072509766,143.80105590820312,152.7215118408203,124.24185180664062,27.245134353637695,45.84678268432617,60.15507125854492,36.99140167236328,143.77731323242188,152.6907196044922,124.24454498291016
downtown_arguing_00,79,1,1,1,24.278425216674805,31.90218734741211,31.98979377746582,26.258625030517578,39.56885528564453,36.320796966552734,31.56578826904297,24.288301467895508,31.89139747619629,31.961652755737305,26.244464874267578,39.54645538330078,36.28618240356445,31.566041946411133
downtown_arguing_00,80,0,0,1,27.13550567626953,44.46495819091797,58.81694412231445,37.84100341796875,146.44497680664062,155.24522399902344,128.5771942138672,27.136554718017578,44.476619720458984,58.87320327758789,37.8869743347168,146.45101928710938,155.28668212890625,128.57554626464844
downtown_arguing_00,80,1,1,1,26.469898223876953,35.14567184448242,34.91957473754883,27.72825050354004,41.22572708129883,38.0521354675293,30.381481170654297,26.46446990966797,35.14177703857422,34.8405876159668,27.656436920166016,41.212886810302734,38.00593566894531,30.382831573486328
downtown_arguing_00,81,0,0,1,27.382246017456055,43.4273796081543,58.407936096191406,39.05774688720703,146.0374298095703,154.97462463378906,129.7626953125,27.32406234741211,43.372196197509766,58.31434631347656,38.95083999633789,146.0097198486328,154.91868591308594,129.76473999023438
downtown_arguing_00,81,1,1,1,29.219722747802734,38.08920669555664,38.46208572387695,30.091062545776367,45.29179000854492,42.99209213256836,35.990509033203125,29.164384841918945,38.1253547668457,38.60453796386719,30.143739700317383,45.340301513671875,43.07416534423828,35.988563537597656
downtown_arguing_00,82,0,0,1,25.97258949279785,40.91226577758789,54.61906814575195,36.663047790527344,139.81866455078125,147.67442321777344,124.97356414794922,25.939476013183594,40.87653732299805,54.573917388916016,36.61372375488281,139.8018798828125,147.64846801757812,124.9722671508789
downtown_arguing_00,82,1,1,1,30.0196590423584,39.53120040893555,40.756778717041016,30.756824493408203,56.41067123413086,54.822242736816406,49.31394577026367,30.1176815032959,39.5272216796875,40.710330963134766,30.79082679748535,56.347415924072266,54.74409484863281,49.31512451171875
downtown_arguing_00,83,0,0,1,23.478206634521484,36.713478088378906,48.854820251464844,32.48565673828125,137.6787109375,144.07679748535156,125.21660614013672,23.64459991455078,36.961273193359375,49.17328643798828,32.722267150878906,137.85008239746094,144.32501220703125,125.21088409423828
downtown_arguing_00,83,1,1,1,34.37192153930664,43.573150634765625,44.497310638427734,33.61825180053711,49.61554718017578,47.767333984375,39.03409957885742,34.323158264160156,43.512847900390625,44.49104309082031,33.65220260620117,49.578765869140625,47.75917434692383,39.037574768066406
downtown_arguing_00,84,0,0,1,23.36371612548828,37.583248138427734,50.096954345703125,33.41551971435547,139.08541870117188,145.6482391357422,129.09791564941406,23.266178131103516,37.420169830322266,49.88904571533203,33.25843811035156,139.0791778564453,145.58154296875,129.10702514648438
downtown_arguing_00,84,1,1,1,35.021202087402344,45.21882629394531,47.91350173950195,35.15517044067383,51.1139030456543,50.15009307861328,41.86225128173828,35.0189094543457,45.188140869140625,47.8192024230957,35.058433532714844,51.11095428466797,50.11481857299805,41.85002899169922
downtown_arguing_00,85,0,0,1,21.6170597076416,34.162715911865234,46.28447723388672,30.947729110717773,139.7325897216797,144.59596252441406,130.70603942871094,21.58198356628418,34.30397033691406,46.50724411010742,31.02190589904785,139.8330078125,144.8028106689453,130.69276428222656
downtown_arguing_00,85,1,1,1,35.27517318725586,44.79507827758789,48.98701477050781,35.90645217895508,54.409584045410156,54.597190856933594,48.86743927001953,35.289390563964844,44.829898834228516,49.00349807739258,35.909645080566406,54.44501495361328,54.604957580566406,48.870872497558594
downtown_arguing_00,86,0,0,1,21.336427688598633,35.24864959716797,48.251834869384766,31.66353416442871,140.26907348632812,145.69161987304688,130.7049102783203,21.371057510375977,35.286949157714844,48.19340896606445,31.58710479736328,140.31671142578125,145.72140502929688,130.7166748046875
downtown_arguing_00,86,1,1,1,35.914546966552734,46.865177154541016,51.52809143066406,36.678279876708984,52.60871124267578,53.048397064208984,45.37236022949219,35.9161376953125,46.84672927856445,51.491065979003906,36.65746307373047,52.60603713989258,53.029659271240234,45.36343765258789
downtown_arguing_00,87,0,0,1,23.424461364746094,36.92768478393555,52.334388732910156,37.089359283447266,139.9959716796875,146.06893920898438,130.1151580810547,23.34649085998535,36.885292053222656,52.22462844848633,36.90841293334961,139.93182373046875,145.95225524902344,130.09420776367188
downtown_arguing_00,87,1,1,1,35.19145584106445,46.60890579223633,51.29937744140625,35.864200592041016,55.95117950439453,55.80410385131836,50.630855560302734,35.166099548339844,46.59491729736328,51.17652130126953,35.71103286743164,55.91082000732422,55.665401458740234,50.64588165283203
downtown_arguing_00,88,0,0,1,24.455076217651367,39.63593292236328,56.61343765258789,38.687294006347656,130.57839965820312,138.28311157226562,119.65616607666016,24.501367568969727,39.690406799316406,56.75166320800781,38.828067779541016,130.6290283203125,138.39288330078125,119.66424560546875
downtown_arguing_00,88,1,1,1,32.04088592529297,43.06243133544922,48.065670013427734,32.70949172973633,46.9104118347168,46.921539306640625,42.453189849853516,32.0601806640625,43.05055618286133,48.23472595214844,32.940547943115234,46.906455993652344,47.062721252441406,42.440303802490234
downtown_arguing_00,89,0,0,1,28.095781326293945,41.16640090942383,61.04432678222656,45.55325698852539,119.18428039550781,130.8151397705078,106.96210479736328,27.553415298461914,40.70291519165039,60.39772415161133,44.67824935913086,119.12288665771484,130.48793029785156,106.955810546875
downtown_arguing_00,89,1,1,1,30.056943893432617,39.914642333984375,45.55587387084961,31.409700393676758,48.409698486328125,48.93201446533203,47.34440231323242,30.072250366210938,39.945587158203125,45.43040084838867,31.25725746154785,48.40874481201172,48.8074836730957,47.34963607788086
downtown_arguing_00,90,1,0,1,26.722740173339844,38.981773376464844,58.45033645629883,42.37423324584961,113.3060302734375,125.20272827148438,99.572998046875,26.602615356445312,38.9329948425293,58.17012023925781,42.092987060546875,113.25325775146484,124.90372467041016,99.58829498291016
downtown_arguing_00,90,0,1,1,29.967519760131836,39.61078643798828,44.740299224853516,30.675291061401367,53.97307205200195,53.779972076416016,54.036659240722656,29.961294174194336,39.58964538574219,44.771480560302734,30.74036979675293,53.9831428527832,53.823219299316406,54.036197662353516
downtown_arguing_00,91,0,0,1,27.503904342651367,36.14729690551758,54.109832763671875,41.88418960571289,94.3396987915039,105.85064697265625,78.97953796386719,27.376741409301758,36.00103759765625,54.17557907104492,41.89532470703125,94.31838989257812,106.03656768798828,78.99105834960938
downtown_arguing_00,91,1,1,1,30.185680389404297,40.28254699707031,46.238887786865234,31.381446838378906,56.7637825012207,56.96187210083008,59.0898323059082,30.186128616333008,40.279747009277344,46.22907257080078,31.37427520751953,56.76564025878906,56.961082458496094,59.08116912841797
downtown_arguing_00,92,0,0,1,28.240829467773438,36.21415710449219,51.85480499267578,41.7642822265625,93.72496032714844,103.26245880126953,76.25020599365234,28.342580795288086,36.23350143432617,51.961082458496094,41.951602935791016,93.6447525024414,103.3159408569336,76.25526428222656
downtown_arguing_00,92,1,1,1,30.61692237854004,41.21160125732422,47.019718170166016,32.15785217285156,75.91598510742188,76.83535766601562,76.42681884765625,30.634387969970703,41.22158432006836,47.038631439208984,32.15578079223633,75.97108459472656,76.9033203125,76.43636322021484
downtown_arguing_00,93,0,0,1,28.246051788330078,35.21989440917969,48.42448806762695,41.221675872802734,94.45820617675781,101.71292877197266,79.71870422363281,28.41452407836914,35.4837760925293,48.59648132324219,41.27808380126953,94.74575805664062,102.02729797363281,79.73465728759766
downtown_arguing_00,93,1,1,1,32.29098892211914,43.224998474121094,50.36341094970703,33.89284133911133,77.9032974243164,80.61590576171875,76.0405044555664,32.31132125854492,43.246089935302734,50.367210388183594,33.92121124267578,77.82352447509766,80.47506713867188,76.0408935546875
downtown_arguing_00,94,0,0,1,31.49081802368164,39.45090103149414,50.77642059326172,45.22303771972656,87.9754409790039,94.47293090820312,73.1003189086914,30.965198516845703,38.827667236328125,49.98977279663086,44.532596588134766,87.34192657470703,93.60855102539062,73.07469177246094
downtown_arguing_00,94,1,1,1,37.11966323852539,48.679962158203125,56.526756286621094,39.54349899291992,96.45091247558594,100.45880126953125,91.7536849975586,35.30899429321289,47.16788101196289,53.866947174072266,36.50862121582031,95.48668670654297,98.53006744384766,91.75067901611328
downtown_arguing_00,95,0,0,1,29.39019775390625,36.74010467529297,47.05030822753906,42.78427505493164,81.67874908447266,86.043212890625,72.1741943359375,29.471080780029297,36.8426399230957,47.14274215698242,42.86781311035156,81.78986358642578,86.21463775634766,72.1855697631836
downtown_arguing_00,95,1,1,1,30.233423233032227,43.27342987060547,47.2031364440918,29.154470443725586,102.84894561767578,103.97109985351562,101.11478424072266,30.726224899291992,43.700077056884766,47.910587310791016,29.731401443481445,103.2127914428711,104.6962661743164,101.11360931396484
downtown_arguing_00,96,0,0,0,28.724822998046875,37.1574592590332,47.131919860839844,41.91965103149414,90.95954895019531,92.6844253540039,87.14266204833984,28.724822998046875,37.1574592590332,47.131919860839844,41.91965103149414,90.95954895019531,92.6844253540039,87.14266204833984
downtown_arguing_00,96,1,1,0,29.420242309570312,42.607704162597656,46.22483825683594,28.1036376953125,96.72914123535156,97.73282623291016,95.2513427734375,29.420242309570312,42.607704162597656,46.22483825683594,28.1036376953125,96.72914123535156,97.73282623291016,95.2513427734375
downtown_arguing_00,97,1,0,0,27.14794921875,35.617000579833984,45.67066955566406,38.79281997680664,97.21851348876953,97.2048568725586,95.51592254638672,27.14794921875,35.617000579833984,45.67066955566406,38.79281997680664,97.21851348876953,97.2048568725586,95.51592254638672
downtown_arguing_00,97,0,1,0,29.07215690612793,43.978939056396484,46.26829528808594,27.355384826660156,116.14873504638672,117.96934509277344,113.93739318847656,29.07215690612793,43.978939056396484,46.26829528808594,27.355384826660156,116.14873504638672,117.96934509277344,113.93739318847656
downtown_arguing_00,98,0,0,0,27.635883331298828,37.371482849121094,47.40911102294922,39.49866485595703,93.41093444824219,91.17205810546875,92.32865142822266,27.635883331298828,37.371482849121094,47.40911102294922,39.49866485595703,93.41093444824219,91.17205810546875,92.32865142822266
downtown_arguing_00,98,1,1,0,28.568775177001953,43.2750358581543,45.744659423828125,27.550708770751953,119.17312622070312,121.42900085449219,117.66778564453125,28.568775177001953,43.2750358581543,45.744659423828125,27.550708770751953,119.17312622070312,121.42900085449219,117.66778564453125
downtown_arguing_00,99,0,0,0,28.20258331298828,37.468727111816406,46.34541702270508,38.41777038574219,102.92403411865234,100.41898345947266,100.3837890625,28.20258331298828,37.468727111816406,46.34541702270508,38.41777038574219,102.92403411865234,100.41898345947266,100.3837890625
downtown_arguing_00,99,1,1,0,28.572832107543945,44.416873931884766,45.42451095581055,26.21320915222168,116.93122100830078,119.3610610961914,116.32366943359375,28.572832107543945,44.416873931884766,45.42451095581055,26.21320915222168,116.93122100830078,119.3610610961914,116.32366943359375
