pixel_x,pixel_y,z_smpl_m,z_vggt_raw,scale_ratio,valid
304.0,91.0,8.755223274230957,0.8982716202735901,9.746744155883789,1
305.0,91.0,8.773019790649414,0.8953744769096375,9.79815673828125,1
327.0,91.0,8.697144508361816,0.8951690793037415,9.715644836425781,1
329.0,91.0,8.68704891204834,0.9400160908699036,9.24138355255127,1
304.0,92.0,8.742079734802246,0.8988642692565918,9.72569465637207,1
305.0,92.0,8.75409984588623,0.8958544135093689,9.771788597106934,1
306.0,92.0,8.639216423034668,0.8932155966758728,9.672039031982422,1
308.0,92.0,8.762819290161133,0.8899497389793396,9.846420288085938,1
309.0,92.0,8.76774787902832,0.8896346688270569,9.855447769165039,1
313.0,92.0,8.782625198364258,0.8881958723068237,9.888162612915039,1
314.0,92.0,8.59488582611084,0.8877401947975159,9.681757926940918,1
317.0,92.0,8.785947799682617,0.8862728476524353,9.913366317749023,1
327.0,92.0,8.690484046936035,0.8980181813240051,9.677403450012207,1
329.0,92.0,8.685346603393555,0.9643725752830505,9.00621509552002,1
302.0,93.0,8.726710319519043,0.9782785773277283,8.920475959777832,1
306.0,93.0,8.758380889892578,0.8937979340553284,9.79906177520752,1
313.0,93.0,8.773670196533203,0.8881455063819885,9.878640174865723,1
314.0,93.0,8.771679878234863,0.887744128704071,9.880865097045898,1
315.0,93.0,8.772954940795898,0.8873227834701538,9.886994361877441,1
318.0,93.0,8.773160934448242,0.8861177563667297,9.90067195892334,1
319.0,93.0,8.772107124328613,0.886067271232605,9.900046348571777,1
320.0,93.0,8.767142295837402,0.8866774439811707,9.88763427734375,1
326.0,93.0,8.672144889831543,0.8942130208015442,9.698075294494629,1
329.0,93.0,8.685904502868652,0.9730539917945862,8.926436424255371,1
306.0,94.0,8.755424499511719,0.8946186304092407,9.78676700592041,1
310.0,94.0,8.785847663879395,0.8885626196861267,9.887707710266113,1
316.0,94.0,8.774259567260742,0.887126624584198,9.890650749206543,1
322.0,94.0,8.757796287536621,0.8880823254585266,9.861469268798828,1
325.0,94.0,8.656396865844727,0.8912539482116699,9.712604522705078,1
317.0,95.0,8.7718505859375,0.8867363333702087,9.892287254333496,1
321.0,95.0,8.763317108154297,0.8878958225250244,9.869758605957031,1
327.0,95.0,8.692591667175293,0.9144729971885681,9.505575180053711,1
303.0,96.0,8.729694366455078,0.9692652225494385,9.00650691986084,1
309.0,97.0,8.784993171691895,0.8882490992546082,9.890235900878906,1
322.0,97.0,8.613404273986816,0.8884312510490417,9.69507122039795,1
235.0,98.0,9.127727508544922,0.9483864903450012,9.624481201171875,1
